scope	order	key	value	
plotPullup_gui	4	strFrmDataset	Dataset and kit	
plotPullup_gui	5	strLblDataset	Pull-up dataset:	
plotPullup_gui	6	strDrpDataset	<Select dataset>	
plotPullup_gui	7	strLblSamples	samples	
plotPullup_gui	8	strLblKit	and the kit used:	
plotPullup_gui	9	strFrmOptions	Options	
plotPullup_gui	10	strChkOverride	Override automatic titles	
plotPullup_gui	11	strLblTitlePlot	Plot title:	
plotPullup_gui	12	strLblTitleX	X title:	
plotPullup_gui	13	strLblTitleY	Y title:	
plotPullup_gui	14	strLblTheme	Plot theme:	
plotPullup_gui	15	strChkSex	Exclude sex markers	
plotPullup_gui	16	strExpPoints	Data points	
plotPullup_gui	17	strLblShape	Shape:	
plotPullup_gui	18	strLblAlpha	Alpha:	
plotPullup_gui	19	strLblJitter	Jitter (width):	
plotPullup_gui	20	strExpAxes	Axes	
plotPullup_gui	21	strLblLimitY	Limit Y axis (min-max)	
plotPullup_gui	22	strLblLimitX	Limit X axis (min-max)	
plotPullup_gui	23	strLblScales	Scales:	
plotPullup_gui	24	strExpLabels	X labels	
plotPullup_gui	25	strLblSize	Text size (pts):	
plotPullup_gui	26	strLblAngle	Angle:	
plotPullup_gui	27	strLblJustification	Justification (v/h):	
plotPullup_gui	28	strFrmPlot	Plot pull-up data	
plotPullup_gui	29	strBtnRatioVsHeight	Ratio vs. Height	
plotPullup_gui	30	strBtnRatioVsAllele	Ratio vs. Allele	
plotPullup_gui	31	strBtnProcessing	Processing...	
plotPullup_gui	32	strFrmSave	Save as	
plotPullup_gui	33	strLblSave	Name for result:	
plotPullup_gui	34	strBtnSaveObject	Save as object	
plotPullup_gui	35	strBtnSaveImage	Save as image	
plotPullup_gui	36	strBtnObjectSaved	Object saved	
plotPullup_gui	37	strLblMainTitle	Pull-up ratio	
plotPullup_gui	38	strLblYTitle	Ratio	
plotPullup_gui	39	strLblXTitleHeight	Allele peak height (RFU)	
plotPullup_gui	40	strLblXTitleAllele	Allele designation	
plotPullup_gui	41	strMsgNull	Data frame is NULL or NA!	
plotPullup_gui	42	strMsgTitleError	Error	
plotRatio_gui	1	strWinTitle	Plot marker ratios	
plotRatio_gui	2	strChkGui	Save GUI settings	
plotRatio_gui	3	strBtnHelp	Help	
plotRatio_gui	4	strFrmDataset	Dataset	
plotRatio_gui	5	strLblDataset	Marker ratio dataset:	
plotRatio_gui	6	strDrpDataset	<Select dataset>	
plotRatio_gui	7	strLblSamples	samples	
plotRatio_gui	8	strFrmOptions	Options	
plotRatio_gui	9	strLblScales	Scales:	
plotRatio_gui	10	strChkOverride	Override automatic titles	
plotRatio_gui	11	strLblTitlePlot	Plot title:	
plotRatio_gui	12	strLblTitleX	X title:	
plotRatio_gui	13	strLblTitleY	Y title:	
plotRatio_gui	14	strLblTheme	Plot theme:	
plotRatio_gui	15	strFrmPlot	Plot marker ratios	
plotRatio_gui	16	strBtnBrowse	Browse	
plotRatio_gui	17	strTipBrowse	Activate the console window and use Enter to step through the plots	
plotRatio_gui	18	strBtnPlot	Plot	
plotRatio_gui	19	strTipPlot	Plot all data in one plot, by group if available	
plotRatio_gui	20	strBtnProcessing	Processing...	
plotRatio_gui	21	strFrmSave	Save as	
plotRatio_gui	22	strLblSave	Name for result:	
plotRatio_gui	23	strBtnSaveObject	Save as object	
plotRatio_gui	24	strBtnSaveImage	Save as image	
plotRatio_gui	25	strBtnObjectSaved	Object saved	
plotRatio_gui	26	strLblMainTitle	Marker ratio	
plotRatio_gui	27	strLblYTitle	Ratio	
plotRatio_gui	28	strLblXTitleMarker	Marker	
plotRatio_gui	29	strLblXTitlePair	Marker pair	
plotRatio_gui	30	strMsgNull	Data frame is NULL or NA!	
plotRatio_gui	31	strMsgTitleError	Error	
plotResultType_gui	1	strWinTitle	Plot result type	
plotResultType_gui	2	strChkGui	Save GUI settings	
plotResultType_gui	3	strBtnHelp	Help	
plotResultType_gui	4	strFrmDataset	Dataset	
plotResultType_gui	5	strLblDataset	Result type dataset:	
plotResultType_gui	6	strDrpDataset	<Select dataset>	
plotResultType_gui	7	strLblSamples	samples	
plotResultType_gui	8	strFrmOptions	Options	
plotResultType_gui	9	strLblScales	Scales:	
plotResultType_gui	10	strChkOverride	Override automatic titles	
plotResultType_gui	11	strLblTitlePlot	Plot title:	
plotResultType_gui	12	strLblTitleX	X title:	
plotResultType_gui	13	strLblTitleY	Y title:	
plotResultType_gui	14	strChkProportion	Plot proportion	
plotResultType_gui	15	strLblBaseSize	Base font size (pts):	
plotResultType_gui	16	strLblPalette	Color palette:	
plotResultType_gui	17	strChkLabels	Print values as bar labels	
plotResultType_gui	18	strLblLabelDecimals	Bar label decimals:	Bar label decimals:
plotResultType_gui	19	strLblLabelSize	Bar label font size (pts):	Bar label font size (pts):
plotResultType_gui	20	strBtnPlot	Plot	
plotResultType_gui	21	strBtnProcessing	Processing...	
plotResultType_gui	22	strFrmSave	Save as	
plotResultType_gui	23	strLblSave	Name for result:	
plotResultType_gui	24	strBtnSaveObject	Save as object	
plotResultType_gui	25	strBtnSaveImage	Save as image	
plotResultType_gui	26	strBtnObjectSaved	Object saved	
plotResultType_gui	27	strLblMainTitle	samples analysed	
plotResultType_gui	28	strLblXTitleType	Result type	
plotResultType_gui	29	strLblYTitleProportion	Proportion	
plotResultType_gui	30	strLblYTitleCount	Count	
plotResultType_gui	31	strMsgNull	Data frame is NULL or NA!	
plotResultType_gui	32	strMsgTitleError	Error	
plotSlope_gui	1	strWinTitle	Plot slope	
plotSlope_gui	2	strChkGui	Save GUI settings	
plotSlope_gui	3	strBtnHelp	Help	
plotSlope_gui	4	strFrmDataset	Dataset	
plotSlope_gui	5	strLblDataset	Slope dataset:	
plotSlope_gui	6	strDrpDataset	<Select dataset>	
plotSlope_gui	7	strLblSamples	samples	
plotSlope_gui	8	strFrmOptions	Options	
plotSlope_gui	9	strChkOverride	Override automatic titles	
plotSlope_gui	10	strLblTitlePlot	Plot title:	
plotSlope_gui	11	strLblTitleX	X title:	
plotSlope_gui	12	strLblTitleY	Y title:	
plotSlope_gui	13	strLblTheme	Plot theme:	
plotSlope_gui	14	strExpLabels	X labels	
plotSlope_gui	15	strLblSize	Text size (pts):	
plotSlope_gui	16	strLblAngle	Angle:	
plotSlope_gui	17	strLblJustification	Justification (v/h):	
plotSlope_gui	18	strFrmPlot	Plot slope data	
plotSlope_gui	19	strBtnPlot	Slope vs. Sample	
plotSlope_gui	20	strBtnProcessing	Processing...	
plotSlope_gui	21	strFrmSave	Save as	
plotSlope_gui	22	strLblSave	Name for result:	
plotSlope_gui	23	strBtnSaveObject	Save as object	
plotSlope_gui	24	strBtnSaveImage	Save as image	
plotSlope_gui	25	strBtnObjectSaved	Object saved	
plotSlope_gui	26	strLblMainTitle	Profile slope	
plotSlope_gui	27	strLblXTitle	Sample	
plotSlope_gui	28	strLblYTitle	Slope	
plotSlope_gui	29	strMsgNull	Data frame is NULL or NA!	
plotSlope_gui	30	strMsgTitleError	Error	
plotStutter_gui	1	strWinTitle	Plot stutter ratios	
plotStutter_gui	2	strChkGui	Save GUI settings	
plotStutter_gui	3	strBtnHelp	Help	
plotStutter_gui	4	strFrmDataset	Dataset and kit	
plotStutter_gui	5	strLblDataset	Stutter dataset:	
plotStutter_gui	6	strDrpDataset	<Select dataset>	
plotStutter_gui	7	strLblSamples	samples	
plotStutter_gui	8	strLblKit	and the kit used:	
plotStutter_gui	9	strFrmOptions	Options	
plotStutter_gui	10	strChkOverride	Override automatic titles	
plotStutter_gui	11	strExpTitles	Titles	
plotStutter_gui	12	strLblTitlePlot	Plot title:	
plotStutter_gui	13	strLblTitleX	X title:	
plotStutter_gui	14	strLblTitleY	Y title:	
plotStutter_gui	15	strLblNB	NB! Title size, angle, vjust, and hjust does not always work as expected with different number of facets per row.	
plotStutter_gui	16	strLblTitleSettings	Main title size, angle, vjust, hjust:	
plotStutter_gui	17	strLblXTitleSettings	X title size, angle, vjust, hjust:	
plotStutter_gui	18	strLblYTitleSettings	Y title size, angle, vjust, hjust:	
plotStutter_gui	19	strLblTheme	Plot theme:	
plotStutter_gui	20	strChkSex	Exclude sex markers	
plotStutter_gui	21	strChkMarker	Exclude markers with no data	
plotStutter_gui	22	strExpPoints	Data points	
plotStutter_gui	23	strLblShape	Shape:	
plotStutter_gui	24	strLblAlpha	Alpha:	
plotStutter_gui	25	strLblJitter	Jitter (width):	
plotStutter_gui	26	strExpAxes	Axes	
plotStutter_gui	27	strLblLimitY	Limit Y axis (min-max)	
plotStutter_gui	28	strLblLimitX	Limit X axis (min-max)	
plotStutter_gui	29	strLblScales	Scales:	
plotStutter_gui	30	strChkOverrideLabels	Override default x/y/facet labels	
plotStutter_gui	31	strExpXLabels	X labels	
plotStutter_gui	32	strLblSize	Text size (pts):	
plotStutter_gui	33	strLblAngle	Angle:	
plotStutter_gui	34	strLblJustification	Justification (v/h):	
plotStutter_gui	35	strExpYLabels	Y labels	
plotStutter_gui	36	strExpFacets	Facets	
plotStutter_gui	37	strLblSizeX	Text size X (pts):	
plotStutter_gui	38	strLblSizeY	Text size Y (pts):	
plotStutter_gui	39	strFrmPlot	Plot stutter data	
plotStutter_gui	40	strBtnAllele	Ratio vs. Allele	
plotStutter_gui	41	strBtnHeight	Ratio vs. Height	
plotStutter_gui	42	strBtnProcessing	Processing...	
plotStutter_gui	43	strFrmSave	Save as	
plotStutter_gui	44	strLblSave	Name for result:	
plotStutter_gui	45	strBtnSaveObject	Save as object	
plotStutter_gui	46	strBtnSaveImage	Save as image	
plotStutter_gui	47	strBtnObjectSaved	Object saved	
plotStutter_gui	48	strLblMainTitle	Stutter ratios	
plotStutter_gui	49	strLblXTitleAllele	True allele	
plotStutter_gui	50	strLblXTitleHeight	True allele (RFU)	
plotStutter_gui	51	strLblYTitleRatio	Ratio	
plotStutter_gui	52	strMsgNull	Data frame is NULL or NA!	
plotStutter_gui	53	strMsgTitleError	Error	
removeArtefact_gui	1	strWinTitle	Remove artefacts	
removeArtefact_gui	2	strChkGui	Save GUI settings	
removeArtefact_gui	3	strBtnHelp	Help	
removeArtefact_gui	4	strFrmDataset	Dataset	
removeArtefact_gui	5	strLblDataset	Dataset:	
removeArtefact_gui	6	strDrpDataset	<Select dataset>	
removeArtefact_gui	7	strLblRows	rows	
removeArtefact_gui	8	strLblArtefacts	Artefact list:	
removeArtefact_gui	9	strFrmOptions	Options	
removeArtefact_gui	10	strChkRemoveNA	Remove Allele=NA	
removeArtefact_gui	11	strLblThreshold	Artefact threshold:	
removeArtefact_gui	12	strFrmSave	Save as	
removeArtefact_gui	13	strLblSave	Name for result:	
removeArtefact_gui	14	strMsgNull	Select datasets!	
removeArtefact_gui	15	strMsgTitleError	Error	
removeArtefact_gui	16	strBtnRemove	Remove	
removeSpike_gui	1	strWinTitle	Remove spikes	
removeSpike_gui	2	strChkGui	Save GUI settings	
removeSpike_gui	3	strBtnHelp	Help	
removeSpike_gui	4	strFrmDataset	Dataset	
removeSpike_gui	5	strLblDataset	Dataset:	
removeSpike_gui	6	strDrpDataset	<Select dataset>	
removeSpike_gui	7	strLblRows	rows	
removeSpike_gui	8	strLblSpikes	Spike list:	
removeSpike_gui	9	strLblSamples	samples	
removeSpike_gui	10	strFrmOptions	Options	
removeSpike_gui	11	strChkInvert	Invert (remove all but spikes)	
removeSpike_gui	12	strFrmSave	Save as	
removeSpike_gui	13	strLblSave	Name for result:	
removeSpike_gui	14	strMsgNull	Select datasets!	
removeSpike_gui	15	strMsgTitleError	Error	
removeSpike_gui	16	strBtnRemove	Remove	
saveObject	1	strMsgName	Enter name	
saveObject	2	strMsgSyntax	is not a syntactically valid name!\n\nThe object will be saved as:	
saveObject	3	strMsgExists	already exist.\n\nDo you want to overwrite?	
saveObject	4	strMsgNewName	New name	
saveObject	5	strMsgMissing	A name must be provided.	
saveObject	6	strMsgTitleInput	Input	
saveObject	7	strMsgTitleInvalid	Invalid name	
saveObject	8	strMsgTitleWarning	Warning!	
saveObject	9	strMsgTitleError	Error	
slim_gui	1	strWinTitle	Slim dataset	
slim_gui	2	strChkGui	Save GUI settings	
slim_gui	3	strBtnHelp	Help	
slim_gui	4	strFrmDataset	Dataset	
slim_gui	5	strLblDataset	Dataset:	
slim_gui	6	strDrpDataset	<Select dataset>	
slim_gui	7	strLblSamples	samples	
slim_gui	8	strLblColumns	columns	
slim_gui	9	strLblRows	rows	
slim_gui	10	strFrmOptions	Options	
slim_gui	11	strChkKeep	Keep rows in fixed columns even if no data in stacked columns	
slim_gui	12	strLblKeep	(i.e. keep one row per marker for each sample even if no peak)	
slim_gui	13	strTipColumns	Tip: Manually edit the columns to fix and stack (e.g. stack='Allele' will stack 'Allele.1', 'Allele.2'...)	
slim_gui	14	strFrmFix	Fix	
slim_gui	15	strLblFix	Columns to keep fixed (separate by pipe |):	
slim_gui	16	strEdtMsg	Doubleklick or drag column names to list	
slim_gui	17	strFrmStack	Stack	
slim_gui	18	strLblStack	Columns to stack (separate by pipe |):	
slim_gui	19	strFrmSave	Save as	
slim_gui	20	strLblSave	Name for result:	
slim_gui	21	strMsgName	A file name must be provided!	
slim_gui	22	strBtnSlim	Slim dataset	
slim_gui	23	strBtnProcessing	Processing...	
slim_gui	24	strMsgTitleError	Error	
strvalidator	1	strChkGui	Save GUI settings	
strvalidator	2	strBtnHelp	Help	
strvalidator	3	strBtnCalculate	Calculate	
strvalidator	4	strTabWelcome	Welcome	
strvalidator	5	strTabWorkspace	Workspace	
strvalidator	6	strTabProject	Projects	
strvalidator	7	strTabDryLab	DryLab	
strvalidator	8	strTabTools	Tools	
strvalidator	9	strTabAT	AT	
strvalidator	10	strTabStutter	Stutter	
strvalidator	11	strTabBalance	Balance	
strvalidator	12	strTabConcordance	Concordance	
strvalidator	13	strTabDroput	Dropout	
strvalidator	14	strTabMixture	Mixture	
strvalidator	15	strTabResult	Result	
strvalidator	16	strTabPrecision	Precision	
strvalidator	17	strTabPullup	Pull-up	
strvalidator	18	strBtnWebpage	STR-validator website	
strvalidator	19	strTipWebpage	General information, workshops, and tutorials	
strvalidator	20	strBtnVideo	Video tutorials	
strvalidator	21	strTipVideo	STR-validator YouTube channel	
strvalidator	22	strBtnFacebook	Facebook page	
strvalidator	23	strTipFacebook	News, tips, and other information	
strvalidator	24	strBtnSupport	Support forum	
strvalidator	25	strTipSupport	Get help from the Facebook user community	
strvalidator	26	strBtnReport	Report bugs	
strvalidator	27	strTipReport	Report bugs, errors, and issues	
strvalidator	28	strBtnSource	Source code	
strvalidator	29	strTipSource	Take a look at future, current, and past source code	
strvalidator	30	strBtnCran	CRAN page	
strvalidator	31	strTipCran	Official CRAN page with address to maintainer and version archive	
strvalidator	32	strBtnLicense	License	
strvalidator	33	strLblFolder	Folder:	
strvalidator	34	strFrmProject	Projects	
strvalidator	35	strBtnOpen	Open	
strvalidator	36	strTipOpen	Open selected project	
strvalidator	37	strBtnAdd	Add	
strvalidator	38	strTipAdd	Merge a project with the current project	
strvalidator	39	strBtnDelete	Delete	
strvalidator	40	strTipDelete	Delete selected project from the file system	
strvalidator	41	strLblProject	Project:	
strvalidator	42	strStrNoProject	[No project found]	
strvalidator	43	strStrDescription	Write a project description here!	
strvalidator	44	strStrProjectDescription	[Project description]	
strvalidator	45	strBtnSave	Save	
strvalidator	46	strTipSaveDescription	Save project description	
strvalidator	47	strBtnNew	New	
strvalidator	48	strTipNewProject	Create a new project	
strvalidator	49	strTipOpenProject	Open project	
strvalidator	50	strTipSaveProject	Save project	
strvalidator	51	strBtnSaveAs	Save As	
strvalidator	52	strTipSaveAs	Choose a location and save project	
strvalidator	53	strBtnImport	Import	
strvalidator	54	strTipImport	Import data from file	
strvalidator	55	strBtnExport	Export	
strvalidator	56	strTipExport	Open the export dialogue with the selected objects	
strvalidator	57	strBtnRefresh	Refresh	
strvalidator	58	strTipRefresh	Refresh the workspace	
strvalidator	59	strTipDeleteObject	Delete selected object	
strvalidator	60	strBtnRename	Rename	
strvalidator	61	strTipRenameObject	Rename selected object	
strvalidator	62	strBtnView	View	
strvalidator	63	strTipView	View selected object	
strvalidator	64	strMsgNew	Are you sure you want to create a new project?\nAny changes to current project since last save will be lost!	
strvalidator	65	strMsgRename	Currently you can only rename one object at a time!	
strvalidator	66	strMsgSelectWorkspace	Select a saved workspace or dataset	
strvalidator	67	strMsgNotFound	The workspace file was not found	
strvalidator	68	strMsgTitleNotFound	File not found	
strvalidator	69	strMsgExport	Please select the objects to export!	
strvalidator	70	strMsgNoObjectSelected	No object selected!	
strvalidator	71	strMsgTitleError	Error	
strvalidator	72	strMsgTypeNotSupported	object type not supported!	
strvalidator	73	strMsgTitleNotSupported	Unable to view object	
strvalidator	74	strMsgSelectObject	Please select an object!	
strvalidator	75	strMsgProjectSaved	Project saved!\n\n	
strvalidator	76	strMsgDirNotFound	The project directory was not found	
strvalidator	77	strMsgTitleDirNotFound	Directory not found	
strvalidator	78	strMsgFileNameMissing	A file name must be provided	
strvalidator	79	strMsgFileNameRequired	File name required	
strvalidator	80	strMsgUseSaveAs	No project name or path!\nUse 'Save As' instead	
strvalidator	81	strMsgPropertyNotFound	Property not found	
strvalidator	82	strMsgSelectDirSave	Select a directory to save project in	
strvalidator	83	strMsgInputProject	Input project name	
strvalidator	84	strMsgTitleSaveAs	Save as	
strvalidator	85	strMsgOverwrite	\nalready exist!\n\n Overwrite?	
strvalidator	86	strMsgTitleConfirm	Confirm	
strvalidator	87	strMsgProjectNotSaved	Project was not saved!	
strvalidator	88	strMsgTitleInfo	Info	
strvalidator	89	strFrmRworkspace	Load objects from R workspace	
strvalidator	90	strBtnLoad	Load object	
strvalidator	91	strDrpObject	<Select object>	
strvalidator	92	strLblViewDataset	View a dataset	
strvalidator	93	strBtnKits	Kits	
strvalidator	94	strLblKits	Add new kits or edit kits file	
strvalidator	95	strBtnPlotKit	Plot Kit	
strvalidator	96	strLblPlotKit	Plot marker ranges for kits	
strvalidator	97	strBtnBins	Analyse Overlap	
strvalidator	98	strLblBins	Compare bins overlap for kits	
strvalidator	99	strBtnOl	Analyse OL	
strvalidator	100	strLblOl	Compare risk of getting off-ladder alleles for kits	
strvalidator	101	strBtnEdit	Edit	
strvalidator	102	strLblEdit	Edit a dataset	
strvalidator	103	strBtnTrim	Trim	
strvalidator	104	strLblTrim	Trim/discard samples or columns from a dataset	
strvalidator	105	strBtnSlim	Slim	
strvalidator	106	strLblSlim	Slim a dataset to 'long' format	
strvalidator	107	strBtnFilter	Filter	
strvalidator	108	strLblFilter	Filter a dataset using a reference set	
strvalidator	109	strBtnCrop	Crop	
strvalidator	110	strLblCrop	Discard, or replace data	
strvalidator	111	strBtnGuess	Guess	
strvalidator	112	strLblGuess	Guess the profile from raw DNA result	
strvalidator	113	strBtnDye	Dye	
strvalidator	114	strLblDye	Add dye information according to kit	
strvalidator	115	strBtnMarker	Marker	
strvalidator	116	strLblMarker	Add missing markers to dataset	
strvalidator	117	strBtnSize	Size	
strvalidator	118	strLblSize	Add approximate size to alleles in a dataset	
strvalidator	119	strBtnData	Data	
strvalidator	120	strLblData	Add new information to a dataset	
strvalidator	121	strBtnCheck	Check	
strvalidator	122	strLblCheck	Check the subsetting of a dataset	
strvalidator	123	strBtnCombine	Combine	
strvalidator	124	strLblCombine	Combine two datasets	
strvalidator	125	strBtnColumns	Columns	
strvalidator	126	strLblColumns	Perform actions on columns	
strvalidator	127	strBtnCopies	Copies	
strvalidator	128	strLblCopies	Calculate allele copies	
strvalidator	129	strBtnHeight	Height	
strvalidator	130	strLblHeight	Calculate peak height metrics	
strvalidator	131	strBtnEPG	EPG	
strvalidator	132	strLblEPG	Generate EPG like plot	
strvalidator	133	strLblAT	Calculate analytical threshold (AT1, AT2, AT4, AT7)	
strvalidator	134	strLblAT6	Calculate analytical threshold (AT6)	
strvalidator	135	strBtnPlot	Plot	
strvalidator	136	strLblPlotAT6	Create plots for analysed data (AT6)	
strvalidator	137	strLblStutter	Calculate stutters for a dataset	
strvalidator	138	strLblPlotStutter	Create plots for stutter data	
strvalidator	139	strBtnStatistics	Statistics	
strvalidator	140	strLblStatStutter	Calculate summary statistics for stutter data	
strvalidator	141	strFrmBalance	Intra-locus and inter-locus balance	
strvalidator	142	strLblHb	Calculate intra-locus balance (heterozygote balance)	
strvalidator	143	strLblLb	Calculate inter-locus balance (profile balance)	
strvalidator	144	strLblPlotBalance	Create plots for analysed data	
strvalidator	145	strLblStatBalance	Calculate summary statistics for balance data	
strvalidator	146	strFrmCapillary	Capillary balance	
strvalidator	147	strLblCapillary	Calculate capillary balance for a dataset	
strvalidator	148	strLblPlotCapillary	Create plots for capillary balance data	
strvalidator	149	strLblStatCapillary	Create summary statistics for capillary balance data	
strvalidator	150	strFrmRatio	Marker peak height ratio	
strvalidator	151	strLblRatio	Calculate locus ratio for a dataset	
strvalidator	152	strLblPlotRatio	Create plots for marker ratio data	
strvalidator	153	strLblConcordance	Calculate concordance between multiple datasets	
strvalidator	154	strBtnScore	Score	
strvalidator	155	strLblScore	Score dropouts for a dataset	
strvalidator	156	strLblDropout	Calculate stochastic thresholds	
strvalidator	157	strBtnModel	Model	
strvalidator	158	strLblModel	Model and plot dropout risk	
strvalidator	159	strLblPlotDropout	Create plots for analysed data	
strvalidator	160	strLblMixture	Calculate mixture for a dataset	
strvalidator	161	strFrmType	Result types	
strvalidator	162	strLblType	Calculate result types for a dataset	
strvalidator	163	strLblPlotType	Create plots for result type data	
strvalidator	164	strFrmPeaks	Number of peaks	
strvalidator	165	strLblPeaks	Count the number of peaks in sample	
strvalidator	166	strLblPlotPeaks	Create plots for peak data	
strvalidator	167	strFrmHeight	Peak height metrics	
strvalidator	168	strFrmDistribution	Distributions	
strvalidator	169	strLblDistribution	Plot distributions for data	
strvalidator	170	strLblGroups	Plot cumulative distribution for multiple groups	
strvalidator	171	strFrmDropin	Drop-in tools	
strvalidator	172	strLblSpikes	Identify possible spikes	
strvalidator	173	strLblFilterSpikes	Remove spikes	
strvalidator	174	strLblArtefacts	Identify possible artefacts	
strvalidator	175	strLblFilterArtefacts	Remove artefacts	
strvalidator	176	strLblPlotContamination	Plot contamination	
strvalidator	177	strFrmSlope	Profile slope	
strvalidator	178	strLblSlope	Calculate the profile slope	
strvalidator	179	strLblPlotSlope	Plot slope data	
strvalidator	180	strLblPrecision	Create precision plots	
strvalidator	181	strLblStatPrecision	Calculate summary statistics for precision	
strvalidator	182	strLblPullup	Calculate spectral pull-up/bleed-through	
strvalidator	183	strLblPlotPullup	Create plots for pull-up data	
tableBalance_gui	1	strWinTitle	Calculate summary statistics for balance	
tableBalance_gui	2	strChkGui	Save GUI settings	
tableBalance_gui	3	strBtnHelp	Help	
tableBalance_gui	4	strFrmDataset	Dataset	
tableBalance_gui	5	strLblDataset	Dataset:	
tableBalance_gui	6	strDrpDataset	<Select dataset>	
tableBalance_gui	7	strLblSamples	samples	
tableBalance_gui	8	strFrmOptions	Options	
tableBalance_gui	9	strLblQuantile	Calculate quantile	
tableBalance_gui	10	strLblBy	Statistics to calculate	
tableBalance_gui	11	strRadGlobal	global	
tableBalance_gui	12	strRadMarker	marker	
tableBalance_gui	13	strFrmSave	Save as	
tableBalance_gui	14	strLblSave	Name for result:	
tableBalance_gui	15	strBtnCalculate	Calculate	
tableBalance_gui	16	strBtnProcessing	Processing...	
tableBalance_gui	17	strMsgNull	Data frame is NULL or NA!	
tableBalance_gui	18	strMsgTitleError	Error	
tableCapillary_gui	1	strWinTitle	Calculate summary statistics for capillary balance	
tableCapillary_gui	2	strChkGui	Save GUI settings	
tableCapillary_gui	3	strBtnHelp	Help	
tableCapillary_gui	4	strFrmDataset	Dataset	
tableCapillary_gui	5	strLblDataset	Dataset:	
tableCapillary_gui	6	strDrpDataset	<Select dataset>	
tableCapillary_gui	7	strLblRows	rows	
tableCapillary_gui	8	strFrmOptions	Options	
tableCapillary_gui	9	strLblBy	Statistics to calculate	
tableCapillary_gui	10	strRadCapillary	capillary	
tableCapillary_gui	11	strRadInjection	injection	
tableCapillary_gui	12	strRadRow	plate row	
tableCapillary_gui	13	strRadRun	run	
tableCapillary_gui	14	strRadInstrument	instrument	
tableCapillary_gui	15	strFrmSave	Save as	
tableCapillary_gui	16	strLblSave	Name for result:	
tableCapillary_gui	17	strBtnCalculate	Calculate	
tableCapillary_gui	18	strBtnProcessing	Processing...	
tableCapillary_gui	19	strMsgNull	Data frame is NULL or NA!	
tableCapillary_gui	20	strMsgTitleError	Error	
tablePrecision_gui	1	strWinTitle	Calculate summary statistics for precision	
tablePrecision_gui	2	strChkGui	Save GUI settings	
tablePrecision_gui	3	strBtnHelp	Help	
tablePrecision_gui	4	strFrmDataset	Dataset	
tablePrecision_gui	5	strLblDataset	Dataset:	
tablePrecision_gui	6	strDrpDataset	<Select dataset>	
tablePrecision_gui	7	strLblSamples	samples	
tablePrecision_gui	8	strFrmOptions	Options	
tablePrecision_gui	9	strRadReference	Filter by reference dataset	
tablePrecision_gui	10	strRadBins	Filter by kit bins	
tablePrecision_gui	11	strRadNone	Do not filter	
tablePrecision_gui	12	strLblReference	Reference dataset:	
tablePrecision_gui	13	strChkIgnore	Ignore case	
tablePrecision_gui	14	strBtnCheck	Check subsetting	
tablePrecision_gui	15	strLblKit	Kit:	
tablePrecision_gui	16	strChkExclude	Exclude virtual bins	
tablePrecision_gui	17	strFrmKey	Create key from columns	
tablePrecision_gui	18	strEdtMessage	Doubleklick or drag column names to list	
tablePrecision_gui	19	strFrmTarget	Calculate precision for target columns	
tablePrecision_gui	20	strFrmSave	Save as	
tablePrecision_gui	21	strLblSave	Name for result:	
tablePrecision_gui	22	strBtnCalculate	Calculate	
tablePrecision_gui	23	strBtnProcessing	Processing...	
tablePrecision_gui	24	strMsgDataset	A dataset and a reference dataset have to be selected.	
tablePrecision_gui	25	strMsgCheck	Data frame is NULL!\n\nMake sure to select a sample dataset.	
tablePrecision_gui	26	strMsgTitleDataset	Datasets not selected	
tablePrecision_gui	27	strWinTitleCheck	Check subsetting	
tablePrecision_gui	28	strMsgTitleError	Error	
tableStutter_gui	1	strWinTitle	Calculate summary statistics for stutters	
tableStutter_gui	2	strChkGui	Save GUI settings	
tableStutter_gui	3	strBtnHelp	Help	
tableStutter_gui	4	strFrmDataset	Dataset	
tableStutter_gui	5	strLblDataset	Dataset:	
tableStutter_gui	6	strDrpDataset	<Select dataset>	
tableStutter_gui	7	strLblSamples	samples	
tableStutter_gui	8	strFrmOptions	Options	
tableStutter_gui	9	strLblQuantile	Calculate quantile	
tableStutter_gui	10	strLblBy	Statistics to calculate	
tableStutter_gui	11	strRadGlobal	global	
tableStutter_gui	12	strRadMarker	marker	
tableStutter_gui	13	strRadStutter	stutter	
tableStutter_gui	14	strFrmSave	Save as	
tableStutter_gui	15	strLblSave	Name for result:	
tableStutter_gui	16	strBtnCalculate	Calculate	
tableStutter_gui	17	strBtnProcessing	Processing...	
tableStutter_gui	18	strMsgNull	Data frame is NULL or NA!	
tableStutter_gui	19	strMsgTitleError	Error	
trim_gui	1	strWinTitle	Trim dataset	
trim_gui	2	strChkGui	Save GUI settings	
trim_gui	3	strBtnHelp	Help	
trim_gui	4	strFrmDataset	Dataset	
trim_gui	5	strLblDataset	Dataset:	
trim_gui	6	strDrpDataset	<Select dataset>	
trim_gui	7	strLblSamples	samples	
trim_gui	8	strLblColumns	columns	
trim_gui	9	strLblRows	rows	
trim_gui	10	strFrmSamples	Samples	
trim_gui	11	strLblSelectedSamples	Selected samples (separate by pipe |):	
trim_gui	12	strEdtMsg	Doubleklick or drag sample names to list	
trim_gui	13	strRadKeep	Keep	
trim_gui	14	strRadRemove	Remove	
trim_gui	15	strFrmColumns	Columns	
trim_gui	16	strLblSelectedColumns	Selected columns (separate by pipe |):	
